,description,tags,price,product_id,image
102,"Trinity ring, medium model, 18K white gold, 18K rose gold, 18K yellow gold, set with 15 brilliant-cut diamonds totaling 0.18 carats. Width: 4mm.","white gold, yellow gold, pink gold, diamonds",3850.0,ddadf377-46bc-9e65-4d4a-bd3fd4325b46,https://www.cartier.sg//content/dam/rcq/car/11/69/13/6/1169136.png
103,"Trinity ring, large model, 18K white gold, 18K rose gold, 18K yellow gold. Width: 5.2mm.","white gold, yellow gold, pink gold",2390.0,a3eb1a32-2a77-795c-5738-9d9067f6af4a,https://www.cartier.sg//content/dam/rcq/car/58/62/83/586283.png
104,"Trinity ring, large model, 18K white gold, black ceramic, 950‰ platinum, set with 129 brilliant-cut diamonds totaling 1.54 carats.","white gold, ceramic, platinum, diamonds",18200.0,a3eb1a32-2a77-795c-5738-9d9067f6af4a,https://www.cartier.sg//content/dam/rcq/car/58/61/69/586169.png
105,"Trinity ring, large model, 18K white gold, 18K pink gold, 18K yellow gold, set with 387 brilliant-cut diamonds totaling 4.64 carats.","white gold, yellow gold, pink gold, diamonds",43300.0,a3eb1a32-2a77-795c-5738-9d9067f6af4a,https://www.cartier.sg//content/dam/rcq/car/14/61/56/3/1461563.png
106,"Trinity Ruban wedding band, 1 row, 950‰ platinum, set with 23 brilliant-cut diamonds totaling 0.22 carat. Width: 2.0 mm.","platinum, diamond",4350.0,8165e61f-82bd-9649-a75f-206638e52f19,https://www.cartier.sg//content/dam/rcq/car/59/31/78/593178.png
107,"Trinity Ruban wedding band, 2 rows, 950‰ platinum, set with 49 brilliant-cut diamonds totaling 0.49 carats. Width: 2.5 mm.","platinum, diamond",7050.0,8165e61f-82bd-9649-a75f-206638e52f19,https://www.cartier.sg//content/dam/rcq/car/56/25/33/562533.png
108,"Trinity ring, small model, 18K white gold, black ceramic, set with 100 brilliant-cut diamonds totaling 0.45 carats. Width of the 3 rings 2.9mm.","white gold, ceramic, diamonds",6300.0,1b6e5b84-0ff5-6ee2-1305-9264e77a5f79,https://www.cartier.sg//content/dam/rcq/car/59/16/02/591602.png
109,"Trinity ring, large model, 18K white gold, black ceramic, set with 129 brilliant-cut diamonds totaling 1.54 carats.","white gold, diamonds, ceramic",18200.0,37b28d25-d120-f1d3-05cf-791b16023fe5,https://www.cartier.sg//content/dam/rcq/car/58/61/69/586169.png
110,"1895 wedding band, width 2.5 mm, 18K yellow gold.",yellow gold,690.0,237ba9f4-e62b-1f75-0113-a12110552460,https://www.cartier.sg//content/dam/rcq/car/92/55/42/925542.png
111,"1895 wedding band, width 2.5 mm, 18K pink gold.",pink gold,690.0,237ba9f4-e62b-1f75-0113-a12110552460,https://www.cartier.sg//content/dam/rcq/car/92/55/78/925578.png
112,"1895 wedding band, width 2.6 mm, 18K yellow gold, set with a brilliant-cut diamond of 0.01 carat.","yellow gold, diamond",810.0,237ba9f4-e62b-1f75-0113-a12110552460,https://www.cartier.sg//content/dam/rcq/car/92/55/60/925560.png
113,"1895 wedding band, width 2.6 mm, 18K pink gold, set with a brilliant-cut diamond of 0.01 carat.","pink gold, diamond",810.0,237ba9f4-e62b-1f75-0113-a12110552460,https://www.cartier.sg//content/dam/rcq/car/92/55/79/925579.png
114,"1895 wedding band, width 2 mm, platinum 950‰.",platinum,890.0,237ba9f4-e62b-1f75-0113-a12110552460,https://www.cartier.sg//content/dam/rcq/car/98/46/51/984651.png
115,"1895 wedding band, width 3.5 mm, 18K yellow gold.",yellow gold,970.0,237ba9f4-e62b-1f75-0113-a12110552460,https://www.cartier.sg//content/dam/rcq/car/92/55/50/925550.png
116,"1895 wedding band, width 3.5 mm, 18K pink gold.",pink gold,970.0,237ba9f4-e62b-1f75-0113-a12110552460,https://www.cartier.sg//content/dam/rcq/car/92/55/80/925580.png
117,"1895 wedding band, width 2.5 mm, platinum 950‰.",platinum,1110.0,237ba9f4-e62b-1f75-0113-a12110552460,https://www.cartier.sg//content/dam/rcq/car/92/55/44/925544.png
118,"1895 wedding band, width 4 mm, 18K yellow gold.",yellow gold,1110.0,237ba9f4-e62b-1f75-0113-a12110552460,https://www.cartier.sg//content/dam/rcq/car/98/46/49/984649.png
119,"1895 wedding band, width 2.6 mm, platinum 950‰, set with a brilliant-cut diamond of 0.01 carat.","platinum, diamond",1300.0,237ba9f4-e62b-1f75-0113-a12110552460,https://www.cartier.sg//content/dam/rcq/car/92/55/61/925561.png
120,"1895 wedding band, width 5 mm, 18K yellow gold.",yellow gold,1380.0,237ba9f4-e62b-1f75-0113-a12110552460,https://www.cartier.sg//content/dam/rcq/car/92/55/64/925564.png
121,"1895 wedding band, width 3.5 mm, platinum 950‰.",platinum,1550.0,237ba9f4-e62b-1f75-0113-a12110552460,https://www.cartier.sg//content/dam/rcq/car/92/55/51/925551.png
122,"1895 wedding band, width 2.6 mm, platinum 950‰, set with 3 brilliant-cut diamonds totaling 0.03 carat.","platinum, diamonds",1580.0,237ba9f4-e62b-1f75-0113-a12110552460,https://www.cartier.sg//content/dam/rcq/car/92/55/62/925562.png
123,"1895 wedding band, width 4 mm, platinum 950‰.",platinum,1770.0,237ba9f4-e62b-1f75-0113-a12110552460,https://www.cartier.sg//content/dam/rcq/car/98/46/50/984650.png
124,"1895 wedding band, width 3.5 mm, platinum 950‰, set with a brilliant-cut diamond of 0.04 carat.","platinum, diamond",2130.0,237ba9f4-e62b-1f75-0113-a12110552460,https://www.cartier.sg//content/dam/rcq/car/92/55/67/925567.png
125,"1895 wedding band, width 5 mm, platinum 950‰.",platinum,2210.0,237ba9f4-e62b-1f75-0113-a12110552460,https://www.cartier.sg//content/dam/rcq/car/92/55/63/925563.png
126,"1895 wedding band, width 2.6 mm, platinum 950‰, set with 19 brilliant-cut diamonds totaling 0.27 carat.","platinum, diamonds",4200.0,237ba9f4-e62b-1f75-0113-a12110552460,https://www.cartier.sg//content/dam/rcq/car/58/94/79/589479.png
127,"Étincelle de Cartier wedding band, 18K white gold, set with 38 brilliant-cut diamonds totaling 0.47 carats. Width: 2 mm.","white gold, diamonds",4850.0,4aea4065-391e-25b2-c31e-d1d87c611209,https://www.cartier.sg//content/dam/rcq/car/92/55/71/925571.png
128,"Étincelle de Cartier wedding band, 18K pink gold, set with 49 brilliant-cut diamonds totaling 0.22 carats. 1.52 mm wide. Also available as a midi ring.","pink gold, diamonds",2410.0,4aea4065-391e-25b2-c31e-d1d87c611209,https://www.cartier.sg//content/dam/rcq/car/72/01/75/720175.png
129,"Étincelle de Cartier wedding band, 18K yellow gold, set with 49 brilliant-cut diamonds totaling 0.22 carats. 1.52 mm wide. Also available as a midi ring.","yellow gold, diamonds",2410.0,4aea4065-391e-25b2-c31e-d1d87c611209,https://www.cartier.sg//content/dam/rcq/car/90/25/83/902583.png
130,"Étincelle de Cartier wedding band, 18K white gold, set with 49 brilliant-cut diamonds totaling 0.22 carats. 1.52 mm wide. Also available as a midi ring.","white gold, diamonds",2580.0,4aea4065-391e-25b2-c31e-d1d87c611209,https://www.cartier.sg//content/dam/rcq/car/67/72/85/677285.png
131,"Etincelle de Cartier wedding band, 18K pink gold, set with 22 brilliant-cut diamonds totaling 0.27 carat. Width 2.0 mm.","pink gold, diamonds",3200.0,4aea4065-391e-25b2-c31e-d1d87c611209,https://www.cartier.sg//content/dam/rcq/car/17/07/89/3/1707893.png
132,"Etincelle de Cartier wedding band, 950‰ platinum, set with 22 brilliant-cut diamonds totaling 0.27 carat. Width 2.00 mm.","platinum, diamonds",3500.0,4aea4065-391e-25b2-c31e-d1d87c611209,https://www.cartier.sg//content/dam/rcq/car/17/07/89/5/1707895.png
133,"Étincelle de Cartier wedding band, 950‰ platinum, set with 19 brilliant-cut diamonds totaling 0.24 carat and 19 brilliant-cut sapphires totaling 0.34 carat. Width: 2 mm.","platinum, sapphires, diamonds",4400.0,4aea4065-391e-25b2-c31e-d1d87c611209,https://www.cartier.sg//content/dam/rcq/car/19/42/51/9/1942519.png
134,"Étincelle de Cartier wedding band, 18K yellow gold, set with 38 brilliant-cut diamonds totaling 0.47 carats. Width: 2 mm.","yellow gold, diamonds",4550.0,4aea4065-391e-25b2-c31e-d1d87c611209,https://www.cartier.sg//content/dam/rcq/car/92/55/72/925572.png
135,"Étincelle de Cartier wedding band, 18K pink gold, set with 38 brilliant-cut diamonds totaling 0.47 carats. Width: 2 mm.","pink gold, diamonds",4550.0,4aea4065-391e-25b2-c31e-d1d87c611209,https://www.cartier.sg//content/dam/rcq/car/92/55/74/925574.png
136,"Etincelle de Cartier wedding band, 18K pink gold, set with 16 brilliant-cut diamonds totaling 0.51 carat. Width 2.6 mm.","pink gold, diamonds",5450.0,4aea4065-391e-25b2-c31e-d1d87c611209,https://www.cartier.sg//content/dam/rcq/car/17/07/88/7/1707887.png
137,"Etincelle de Cartier wedding band, 950‰ platinum, set with 16 brilliant-cut diamonds totaling 0.51 carat. Width 2.6 mm.","platinum, diamonds",5950.0,4aea4065-391e-25b2-c31e-d1d87c611209,https://www.cartier.sg//content/dam/rcq/car/17/07/88/5/1707885.png
138,"Étincelle de Cartier wedding band, 950‰ platinum, set with 14 brilliant-cut diamonds totaling 0.45 carats and 14 brilliant-cut sapphires totaling 0.63 carats. Width 2.6 mm.","platinum, sapphires, diamonds",7700.0,4aea4065-391e-25b2-c31e-d1d87c611209,https://www.cartier.sg//content/dam/rcq/car/19/42/52/0/1942520.png
139,"Étincelle de Cartier wedding band, 18K yellow gold, set with 29 brilliant-cut diamonds totaling 0.94 carats. Width: 2.6 mm.","yellow gold, diamonds",7800.0,4aea4065-391e-25b2-c31e-d1d87c611209,https://www.cartier.sg//content/dam/rcq/car/92/55/75/925575.png
140,"Étincelle de Cartier wedding band, 18K pink gold, set with 29 brilliant-cut diamonds totaling 0.94 carats. Width: 2.6 mm.","pink gold, diamonds",7800.0,4aea4065-391e-25b2-c31e-d1d87c611209,https://www.cartier.sg//content/dam/rcq/car/73/93/18/739318.png
141,"Étincelle de Cartier wedding band, 950‰ platinum, set with 29 brilliant-cut diamonds totaling 0.94 carats. Width: 2.6 mm.","platinum, diamonds",8550.0,4aea4065-391e-25b2-c31e-d1d87c611209,https://www.cartier.sg//content/dam/rcq/car/92/55/76/925576.png
142,"Etincelle de Cartier wedding band, 18K pink gold, set with 14 brilliant-cut diamonds totaling 0.94 carat. Width 3.5 mm.","pink gold, diamonds",8950.0,4aea4065-391e-25b2-c31e-d1d87c611209,https://www.cartier.sg//content/dam/rcq/car/17/07/89/1/1707891.png
143,"Etincelle de Cartier wedding band, 950‰ platinum, set with 14 brilliant-cut diamonds totaling 0.94 carats. Width 3.5 mm.","platinum, diamonds",9850.0,4aea4065-391e-25b2-c31e-d1d87c611209,https://www.cartier.sg//content/dam/rcq/car/17/07/88/9/1707889.png
144,"Cartier d'Amour wedding band, 18K pink gold. Width: 2.5 mm",pink gold,760.0,751024e3-fe39-2d78-ded5-e4cca998dc54,https://www.cartier.sg//content/dam/rcq/car/58/71/86/587186.png
145,"Cartier d'Amour wedding band, platinum 950‰. Width: 1.8 mm",platinum,880.0,751024e3-fe39-2d78-ded5-e4cca998dc54,https://www.cartier.sg//content/dam/rcq/car/10/61/47/8/1061478.png
146,"Cartier d'Amour wedding band, platinum 950‰. Width 2.5 mm",platinum,1220.0,751024e3-fe39-2d78-ded5-e4cca998dc54,https://www.cartier.sg//content/dam/rcq/car/59/25/64/592564.png
147,"Cartier d'Amour wedding band, width 5 mm, 950‰ platinum.",platinum,2430.0,751024e3-fe39-2d78-ded5-e4cca998dc54,https://www.cartier.sg//content/dam/rcq/car/14/37/81/4/1437814.png
148,"Cartier d'Amour wedding band, width 6 mm, 950‰ platinum.",platinum,2910.0,751024e3-fe39-2d78-ded5-e4cca998dc54,https://www.cartier.sg//content/dam/rcq/car/14/37/81/5/1437815.png
149,"C de Cartier wedding band, width 3 mm, 18K pink gold.",pink gold,1040.0,f6285d9d-10f8-bc4b-b52f-a8c395616db7,https://www.cartier.sg//content/dam/rcq/car/92/55/77/925577.png
150,"C de Cartier wedding band, width 3 mm, 18K pink gold.",pink gold,1040.0,f6285d9d-10f8-bc4b-b52f-a8c395616db7,https://www.cartier.sg//content/dam/rcq/car/18/12/48/3/1812483.png
151,"C de Cartier wedding band, width 3 mm, 18K pink gold, set with a brilliant-cut diamond of 0.03 carat.","pink gold, diamond",1330.0,f6285d9d-10f8-bc4b-b52f-a8c395616db7,https://www.cartier.sg//content/dam/rcq/car/92/55/73/925573.png
152,"C de Cartier wedding band, 18K pink gold, set with a brilliant-cut diamond of 0.02 carats. Width: 3 mm.","pink gold, diamond",1330.0,f6285d9d-10f8-bc4b-b52f-a8c395616db7,https://www.cartier.sg//content/dam/rcq/car/18/12/57/5/1812575.png
153,"C de Cartier wedding band, width 4 mm, 18K pink gold.",pink gold,1380.0,f6285d9d-10f8-bc4b-b52f-a8c395616db7,https://www.cartier.sg//content/dam/rcq/car/59/23/61/592361.png
154,"C de Cartier wedding band, width 3 mm, platinum 950‰.",platinum,1650.0,f6285d9d-10f8-bc4b-b52f-a8c395616db7,https://www.cartier.sg//content/dam/rcq/car/18/12/48/2/1812482.png
155,"C de Cartier wedding band, width 3 mm, platinum 950‰.",platinum,1660.0,f6285d9d-10f8-bc4b-b52f-a8c395616db7,https://www.cartier.sg//content/dam/rcq/car/92/55/59/925559.png
156,"C de Cartier wedding band, width 4 mm, 18K pink gold, set with a brilliant-cut diamond of 0.03 carats.","pink gold, diamond",1680.0,f6285d9d-10f8-bc4b-b52f-a8c395616db7,https://www.cartier.sg//content/dam/rcq/car/73/67/26/736726.png
157,"C de Cartier wedding band, width 3 mm, platinum 950‰, set with a brilliant-cut diamond of 0.03 carat.","platinum, diamond",2130.0,f6285d9d-10f8-bc4b-b52f-a8c395616db7,https://www.cartier.sg//content/dam/rcq/car/92/55/58/925558.png
158,"C de Cartier wedding band, 950‰ platinum, set with a brilliant-cut diamond of 0.02 carats. Width: 3 mm.","platinum, diamond",2130.0,f6285d9d-10f8-bc4b-b52f-a8c395616db7,https://www.cartier.sg//content/dam/rcq/car/18/12/57/4/1812574.png
159,"C de Cartier wedding band, width 4 mm, platinum 950‰.",platinum,2210.0,f6285d9d-10f8-bc4b-b52f-a8c395616db7,https://www.cartier.sg//content/dam/rcq/car/58/79/63/587963.png
160,"C de Cartier wedding band, width 3 mm, platinum 950‰, set with 2 brilliant-cut diamonds totaling 0.07 carat.","platinum, diamonds",2610.0,f6285d9d-10f8-bc4b-b52f-a8c395616db7,https://www.cartier.sg//content/dam/rcq/car/92/55/70/925570.png
161,"C de Cartier wedding band, width 4 mm, platinum 950‰, set with a brilliant-cut diamond of 0.03 carats.","platinum, diamond",2680.0,f6285d9d-10f8-bc4b-b52f-a8c395616db7,https://www.cartier.sg//content/dam/rcq/car/58/79/32/587932.png
162,"C de Cartier wedding band, width 5 mm, 950‰ platinum.",platinum,2760.0,f6285d9d-10f8-bc4b-b52f-a8c395616db7,https://www.cartier.sg//content/dam/rcq/car/73/93/15/739315.png
163,"C de Cartier wedding band, width 5 mm, 950‰ platinum, set with a brilliant-cut diamond of 0.04 carats.","platinum, diamond",3350.0,f6285d9d-10f8-bc4b-b52f-a8c395616db7,https://www.cartier.sg//content/dam/rcq/car/73/93/16/739316.png
164,"Ballerine wedding band, width 2.1 mm, platinum 950‰.",platinum,1330.0,088c5399-3b9f-863d-7cd2-d8e8948ce15f,https://www.cartier.sg//content/dam/rcq/car/92/55/68/925568.png
165,"Ballerine curved wedding band, width 2 mm, platinum 950‰.",platinum,1460.0,088c5399-3b9f-863d-7cd2-d8e8948ce15f,https://www.cartier.sg//content/dam/rcq/car/58/69/70/586970.png
166,"Ballerine wedding band, width 2.1 mm, platinum 950‰, set with a brilliant-cut diamond of 0.01 carat.","platinum, diamond",1540.0,088c5399-3b9f-863d-7cd2-d8e8948ce15f,https://www.cartier.sg//content/dam/rcq/car/92/55/69/925569.png
167,"Ballerine curved wedding band, width 2 mm, platinum 950‰, set with 3 brilliant-cut diamonds totaling 0.01 carats.","platinum, diamonds",1720.0,088c5399-3b9f-863d-7cd2-d8e8948ce15f,https://www.cartier.sg//content/dam/rcq/car/58/79/94/587994.png
168,"Ballerine curved wedding band, width 2 mm, platinum 950‰, set with 27 brilliant-cut diamonds totaling 0.09 carats.","platinum, diamonds",2680.0,088c5399-3b9f-863d-7cd2-d8e8948ce15f,https://www.cartier.sg//content/dam/rcq/car/58/80/25/588025.png
169,"Ballerine wedding band, width 2.4 mm, platinum 950‰, set with 39 brilliant-cut diamonds totaling 0.38 carat.","platinum, diamonds",5050.0,088c5399-3b9f-863d-7cd2-d8e8948ce15f,https://www.cartier.sg//content/dam/rcq/car/58/62/65/586265.png
170,"Logo de Cartier ring, 18K pink gold.",pink gold,1380.0,ccfd0746-b096-d02d-403b-b13885dd6381,https://www.cartier.sg//content/dam/rcq/car/58/78/79/587879.png
171,"Logo de Cartier ring, 18K white gold.",white gold,1480.0,ccfd0746-b096-d02d-403b-b13885dd6381,https://www.cartier.sg//content/dam/rcq/car/58/39/71/583971.png
172,"Étincelle de Cartier ring, 18K pink gold, set with an emerald-cut diamond center stone of 0.18 carat and 22 brilliant-cut diamonds totaling 0.10 carat.","pink gold, diamonds",2990.0,456cd732-db6b-293a-be88-1ab617fe7609,https://www.cartier.sg//content/dam/rcq/car/10/54/13/2/1054132.png
173,"Étincelle de Cartier ring, 18K pink gold, set with an emerald-cut diamond center stone of 0.16 carat and 22 brilliant-cut diamonds totaling 0.10 carat.","pink gold, diamonds",2990.0,456cd732-db6b-293a-be88-1ab617fe7609,https://www.cartier.sg//content/dam/rcq/car/20/13/55/9/2013559.png
174,"Étincelle de Cartier ring, 18K yellow gold, set with a princess-cut diamond center stone of 0.16 carats, and set with brilliant-cut pavé diamonds.","yellow gold, diamonds",2990.0,456cd732-db6b-293a-be88-1ab617fe7609,https://www.cartier.sg//content/dam/rcq/car/20/13/56/4/2013564.png
175,"Étincelle de Cartier ring, 18K white gold, set with an emerald-cut diamond center stone of 0.18 carat and 22 brilliant-cut diamonds totaling 0.10 carat.","white gold, diamonds",3200.0,456cd732-db6b-293a-be88-1ab617fe7609,https://www.cartier.sg//content/dam/rcq/car/19/68/05/5/1968055.png
176,"Etincelle de Cartier ring, 18K white gold, set with 26 brilliant-cut diamonds totaling 0.36 carats.","white gold, diamonds",4500.0,456cd732-db6b-293a-be88-1ab617fe7609,https://www.cartier.sg//content/dam/rcq/car/15/23/21/2/1523212.png
177,"Etincelle de Cartier ring, 18K pink gold, set with 25 brilliant-cut diamonds totaling 0.48 carats.","pink gold, diamonds",5000.0,456cd732-db6b-293a-be88-1ab617fe7609,https://www.cartier.sg//content/dam/rcq/car/14/66/15/0/1466150.png
178,"Etincelle de Cartier ring, 18K white gold, set with 25 brilliant-cut diamonds totaling 0.48 carats.","white gold, diamonds",5350.0,456cd732-db6b-293a-be88-1ab617fe7609,https://www.cartier.sg//content/dam/rcq/car/14/66/14/9/1466149.png
179,"Etincelle de Cartier ring, 18K pink gold, set with 17 brilliant-cut diamonds totaling 0.48 carats.","pink gold, diamonds",6100.0,456cd732-db6b-293a-be88-1ab617fe7609,https://www.cartier.sg//content/dam/rcq/car/57/38/22/573822.png
180,"Étincelle de Cartier ring, 18K white gold, set with 17 brilliant-cut diamonds totaling 0.49 carat.","white gold, diamonds",6550.0,456cd732-db6b-293a-be88-1ab617fe7609,https://www.cartier.sg//content/dam/rcq/car/57/38/21/573821.png
181,"Etincelle de Cartier ring, 18K pink gold, set with 46 brilliant-cut diamonds totaling 0.63 carats.","pink gold, diamonds",6650.0,456cd732-db6b-293a-be88-1ab617fe7609,https://www.cartier.sg//content/dam/rcq/car/14/62/30/2/1462302.png
182,"Etincelle de Cartier ring, 18K white gold, set with 46 brilliant-cut diamonds totaling 0.63 carats.","white gold, diamonds",7100.0,456cd732-db6b-293a-be88-1ab617fe7609,https://www.cartier.sg//content/dam/rcq/car/14/62/30/3/1462303.png
183,"Étincelle de Cartier ring, 18K pink gold, set with 52 brilliant-cut pavé diamonds totaling 0.81 carats.","pink gold, diamonds",8750.0,456cd732-db6b-293a-be88-1ab617fe7609,https://www.cartier.sg//content/dam/rcq/car/18/11/97/7/1811977.png
184,"Étincelle de Cartier ring, 18K white gold, set with 52 brilliant-cut diamonds totaling 0.81 carat.","white gold, diamonds",9350.0,456cd732-db6b-293a-be88-1ab617fe7609,https://www.cartier.sg//content/dam/rcq/car/16/49/51/2/1649512.png
185,"Étincelle de Cartier ring, 18K pink gold, set with 69 brilliant-cut diamonds totaling 1.33 carats.","pink gold, diamonds",9800.0,456cd732-db6b-293a-be88-1ab617fe7609,https://www.cartier.sg//content/dam/rcq/car/58/91/56/589156.png
186,"Étincelle de Cartier ring, 18K yellow gold, set with 69 brilliant-cut diamonds totaling 1.33 carats.","yellow gold, diamonds",9800.0,456cd732-db6b-293a-be88-1ab617fe7609,https://www.cartier.sg//content/dam/rcq/car/10/61/48/1/1061481.png
187,"Étincelle de Cartier ring, 18K white gold, set with 81 brilliant-cut diamonds totaling 0.66 carat.","white gold, diamonds",10300.0,456cd732-db6b-293a-be88-1ab617fe7609,https://www.cartier.sg//content/dam/rcq/car/58/79/87/587987.png
188,"Étincelle de Cartier ring, 18K white gold, set with 69 brilliant-cut diamonds totaling 1.33 carats.","white gold, diamonds",10500.0,456cd732-db6b-293a-be88-1ab617fe7609,https://www.cartier.sg//content/dam/rcq/car/10/61/48/2/1061482.png
189,"Étincelle de Cartier ring, 18K white gold, set with 88 brilliant-cut diamonds totaling 1.06 carat.","white gold, diamonds",15600.0,456cd732-db6b-293a-be88-1ab617fe7609,https://www.cartier.sg//content/dam/rcq/car/16/40/27/5/1640275.png
190,"Étincelle de Cartier ring, small model, 18K yellow gold, set with 55 brilliant-cut diamonds totaling 1.00 carat.","yellow gold, diamonds",7650.0,209d07a2-5dc4-2196-cb3e-fe4e0be87019,https://www.cartier.sg//content/dam/rcq/car/14/72/27/2/1472272.png
191,"Étincelle de Cartier ring, small model, 18K pink gold, set with 55 brilliant-cut diamonds totaling 1.00 carat.","pink gold, diamonds",7650.0,209d07a2-5dc4-2196-cb3e-fe4e0be87019,https://www.cartier.sg//content/dam/rcq/car/14/72/27/3/1472273.png
192,"Étincelle de Cartier ring, small model, 18K white gold, set with 55 brilliant-cut diamonds totaling 1.00 carat.","white gold, diamonds",8150.0,209d07a2-5dc4-2196-cb3e-fe4e0be87019,https://www.cartier.sg//content/dam/rcq/car/10/54/90/7/1054907.png
193,"Cartier Destinée wedding band, width 3.27 mm, 18K pink gold, set with 22 brilliant-cut diamonds totaling 1.34 carats.","pink gold, diamonds",9650.0,38b73d3a-8893-59f2-144e-aab6fb00f0ad,https://www.cartier.sg//content/dam/rcq/car/74/35/09/743509.png
194,"Cartier Destinée wedding band, width 3.3 mm, platinum 950‰, set with 22 brilliant-cut diamonds totaling 1.34 carats.","platinum, diamonds",10700.0,38b73d3a-8893-59f2-144e-aab6fb00f0ad,https://www.cartier.sg//content/dam/rcq/car/14/73/13/8/1473138.png
195,"Reflection de Cartier ring, 18K white gold, set with 1 troidia-cut diamond, 1 princess-cut diamond and 6 baguette-cut diamonds totaling 0.88 carats.","white gold, diamonds",12500.0,a3ccce94-9e37-3c48-6a5e-1640ba92b020,https://www.cartier.sg//content/dam/rcq/car/16/49/50/9/1649509.png
196,"Reflection de Cartier ring, 18K white gold, set with 11 baguette-cut diamonds totaling 1.24 carats and 22 brilliant-cut diamonds totaling 1.05 carats.","white gold, diamonds",23000.0,a3ccce94-9e37-3c48-6a5e-1640ba92b020,https://www.cartier.sg//content/dam/rcq/car/16/49/50/8/1649508.png
197,"Reflection de Cartier ring, 18K white gold, set with 16 brilliant-cut diamonds totaling 1.02 carats, and 12 baguette-cut diamonds totaling 1.13 carats.","white gold, diamonds",38800.0,a3ccce94-9e37-3c48-6a5e-1640ba92b020,https://www.cartier.sg//content/dam/rcq/car/14/65/51/9/1465519.png
198,"Large model Reflection de Cartier ring, 18K white gold, set with 36 baguette-cut diamonds totaling 4.35 carats, 3 princess-cut diamonds totaling 0.51 carats and 2 troidia-cut diamonds totaling 0.45 carats.","white gold, diamonds",80000.0,a3ccce94-9e37-3c48-6a5e-1640ba92b020,https://www.cartier.sg//content/dam/rcq/car/16/36/72/8/1636728.png
199,"Coup d'Eclat de Cartier ring, 18K yellow gold, set with 55 brilliant-cut diamonds totaling 1.04 carats.","yellow gold, diamonds",18600.0,7995e1f1-7c3d-c15b-cd4e-1384b7646cb0,https://www.cartier.sg//content/dam/rcq/car/14/37/91/2/1437912.png
200,"Coup d'Éclat de Cartier ring, 18K white gold, set with 55 brilliant-cut diamonds totaling 1.04 carats.","white gold, diamonds",19800.0,7995e1f1-7c3d-c15b-cd4e-1384b7646cb0,https://www.cartier.sg//content/dam/rcq/car/10/54/26/3/1054263.png
201,"Coup d'Eclat de Cartier ring, 18K yellow gold, set with 189 brilliant-cut diamonds totaling 1.56 carats.","yellow gold, diamonds",30800.0,7995e1f1-7c3d-c15b-cd4e-1384b7646cb0,https://www.cartier.sg//content/dam/rcq/car/15/23/21/5/1523215.png
202,"Coup d'Éclat de Cartier ring, 18K white gold, set with 87 brilliant-cut diamonds totaling 1.45 carats.","white gold, diamonds",35800.0,7995e1f1-7c3d-c15b-cd4e-1384b7646cb0,https://www.cartier.sg//content/dam/rcq/car/10/54/32/7/1054327.png
203,"Coup d'Éclat de Cartier ring, 18K white gold, set with 171 brilliant-cut diamonds totaling 2.58 carats.","white gold, diamonds",37000.0,7995e1f1-7c3d-c15b-cd4e-1384b7646cb0,https://www.cartier.sg//content/dam/rcq/car/10/54/31/7/1054317.png
204,"Coup d'Éclat de Cartier ring, 18K white gold, set with 302 brilliant-cut diamonds totaling 2.32 carats.","white gold, diamonds",44400.0,7995e1f1-7c3d-c15b-cd4e-1384b7646cb0,https://www.cartier.sg//content/dam/rcq/car/10/54/26/6/1054266.png
205,"Coup d'Eclat de Cartier ring, 18K yellow gold, set with 40 brilliant-cut diamonds totaling 0.71 carats.","yellow gold, diamonds",16800.0,7995e1f1-7c3d-c15b-cd4e-1384b7646cb0,https://www.cartier.sg//content/dam/rcq/car/15/69/25/1/1569251.png
206,"Reflection de Cartier wedding band, 18K white gold, set with 36 brilliant-cut diamonds totaling 1.58 carats, and with 18 baguette-cut diamonds totaling 1.94 carats","white gold, diamonds",53500.0,888f0a46-abdb-64a7-146c-2e39ba3f010c,https://www.cartier.sg//content/dam/rcq/car/74/70/93/747093.png
207,"Essential Lines ring, 18K white gold, set with 120 brilliant-cut diamonds totaling 7.16 carats.","white gold, diamonds",45600.0,2a0af1b0-2244-8cfa-ab00-ac45f97f0ac1,https://www.cartier.sg//content/dam/rcq/car/17/64/45/7/1764457.png
208,"Juste un Clou ring, 18K rose gold, set with 22 brilliant-cut diamonds totaling 0.13 carats. Width: 2.65mm.","pink gold, diamonds",3800.0,705a64b5-3726-12b9-caf1-1072a2987dc7,https://www.cartier.sg//content/dam/rcq/car/58/99/46/589946.png
209,"Juste un Clou ring, 18K yellow gold, set with 22 brilliant-cut diamonds totaling 0.13 carats. Width: 2.65mm.","yellow gold, diamonds",3800.0,705a64b5-3726-12b9-caf1-1072a2987dc7,https://www.cartier.sg//content/dam/rcq/car/10/54/36/9/1054369.png
210,"Juste un Clou ring, 18K rose gold. Width: 2.65mm.",pink gold,2270.0,705a64b5-3726-12b9-caf1-1072a2987dc7,https://www.cartier.sg//content/dam/rcq/car/58/74/19/587419.png
211,"Juste un Clou ring, 18K yellow gold. Width: 2.65mm.",yellow gold,2270.0,705a64b5-3726-12b9-caf1-1072a2987dc7,https://www.cartier.sg//content/dam/rcq/car/58/45/42/584542.png
